x_Var1,Var2,Var3,Var4
1567043234.81173,37.798667837772,-122.408074679021,29.0694774370641
1567043234.8651,37.7986679326801,-122.408074011236,29.0682838922366
1567043234.90488,37.7986680258284,-122.408073359689,29.0671991817653
1567043234.95826,37.7986681167505,-122.408072723761,29.0661577135324
1567043235.01188,37.7986682054384,-122.408072102717,29.0650934213772
1567043235.06519,37.7986682930775,-122.408071498181,29.0640342067927
1567043235.10502,37.7986683792239,-122.408070909939,29.0630016541108
1567043235.1583,37.7986684637779,-122.408070337543,29.062058288604
1567043235.21191,37.7986685468625,-122.408069781947,29.0612384267151
1567043235.26512,37.7986686302727,-122.408069243369,29.0606556199491
1567043235.31861,37.7986687123009,-122.40806872167,29.0602003755048
1567043235.41641,37.7986688720361,-122.408067727233,29.0590943964198
1567043235.46986,37.7986689495451,-122.408067251316,29.0586559455842
1567043235.52335,37.7986690264648,-122.408066777364,29.0580969704315
1567043235.57671,37.7986691031985,-122.408066299019,29.0577937047929
1567043235.60772,37.7986691802851,-122.408065810349,29.05752381403
1567043235.66097,37.7986692574191,-122.408065310513,29.0573859484866
1567043235.71502,37.7986693346491,-122.40806479872,29.0573451025411
1567043235.76841,37.7986694130579,-122.408064275154,29.0572138670832
1567043235.82183,37.7986694923328,-122.408063740351,29.0569809805602
1567043235.90595,37.7986696535026,-122.408062637545,29.0563208917156
1567043235.95937,37.7986697361312,-122.408062071761,29.0560156665742
1567043236.01378,37.7986698211485,-122.408061498204,29.0556697817519
1567043236.05827,37.7986699086956,-122.408060916232,29.0552116828039
1567043236.11175,37.7986699976225,-122.408060325392,29.0547863375396
1567043236.1667,37.7986700882737,-122.408059724604,29.0543755535036
1567043236.26484,37.7986702771321,-122.408058499951,29.0533291995525
1567043236.31832,37.798670373661,-122.408057876515,29.0524773066863
1567043236.37174,37.7986704728348,-122.408057241795,29.051584161818
1567043236.4696,37.7986706811493,-122.408055932541,29.049822833389
1567043236.51507,37.7986707922057,-122.40805525519,29.0488818679005
1567043236.56848,37.7986709096515,-122.408054562104,29.0479094218463
1567043236.60839,37.7986710347282,-122.408053853849,29.0469463663176
1567043236.66157,37.7986711705274,-122.408053130942,29.0457778824493
1567043236.75941,37.7986714798727,-122.408051643199,29.0430653318763
1567043236.79914,37.7986716547309,-122.408050878244,29.0415385393426
1567043236.85252,37.7986718399892,-122.408050097961,29.0399711811915
1567043236.90601,37.798672034444,-122.408049302842,29.0384175255895
1567043236.95941,37.7986722356131,-122.408048493634,29.0369425443932
1567043237.01295,37.7986724427153,-122.40804767129,29.0355797084048
1567043237.05836,37.7986726553506,-122.408046837905,29.0342983882874
1567043237.11192,37.798672874317,-122.408045996262,29.0331114847213
1567043237.16684,37.7986730990646,-122.408045146379,29.0320181325078
1567043237.22042,37.7986733313769,-122.408044288716,29.0309801539406
1567043237.2736,37.7986735708905,-122.408043414558,29.0299245892093
1567043237.32713,37.7986738198161,-122.408042526342,29.0288313245401
1567043237.35791,37.7986740814811,-122.408041628678,29.0276779318228
1567043237.41146,37.7986743555321,-122.408040723215,29.0266386587173
1567043237.45718,37.7986746425922,-122.408039808367,29.0254229810089
1567043237.51072,37.798674942134,-122.408038884704,29.0240036705509
1567043237.56473,37.7986752530459,-122.408037953841,29.022438232787
1567043237.61022,37.7986755744721,-122.408037016618,29.0207593040541
1567043237.66496,37.7986759091841,-122.408036076392,29.0187885351479
1567043237.71836,37.7986762595177,-122.408035137918,29.0167025160044
1567043237.77183,37.7986766214665,-122.408034204571,29.0151388170198
1567043237.86957,37.7986773497555,-122.408032353285,29.0149510987103
1567043237.91506,37.7986777209278,-122.408031440471,29.0158093208447
1567043237.96851,37.798678106516,-122.408030540647,29.0164729338139
1567043238.02198,37.798678500562,-122.408029650633,29.0174098517746
1567043238.07536,37.7986789021969,-122.408028767232,29.0183561565354
1567043238.12907,37.7986793157438,-122.408027892099,29.0186819760129
1567043238.1599,37.7986797474327,-122.408027032662,29.0181238250807
1567043238.2133,37.7986801991123,-122.408026189701,29.0168970823288
1567043238.26682,37.7986806533235,-122.408025311562,29.0158968567848
1567043238.32011,37.7986811128205,-122.40802441843,29.0152339879423
1567043238.36561,37.7986815787678,-122.40802352829,29.0142612019554
1567043238.41913,37.798682049654,-122.408022641544,29.0129886316136
1567043238.51685,37.7986830098161,-122.408020880251,29.0101591963321
1567043238.57031,37.7986834990996,-122.408020006061,29.0094156228006
1567043238.61014,37.7986839974799,-122.408019142906,29.0089965714142
1567043238.66496,37.798684507604,-122.408018291829,29.0084345564246
1567043238.71846,37.7986850266609,-122.408017450821,29.0079378942028
1567043238.76388,37.7986855551176,-122.408016622036,29.0072797778994
1567043238.81736,37.7986860938791,-122.408015805238,29.0062201619148
1567043238.87072,37.7986866376485,-122.408014996858,29.005178116262
1567043238.96859,37.7986877296586,-122.408013398959,29.0036383401603
1567043239.00848,37.798688282237,-122.408012607692,29.0029131565243
1567043239.06173,37.7986888374691,-122.408011820856,29.002345177345
1567043239.11547,37.7986893971065,-122.408011038651,29.0021334029734
1567043239.16072,37.7986899687518,-122.408010264433,29.0024506058544
1567043239.2151,37.7986905560502,-122.408009501684,29.0028462577611
1567043239.26825,37.7986911517009,-122.408008736287,29.0041176471859
1567043239.31391,37.7986917676381,-122.408007983938,29.0060472330078
1567043239.36713,37.7986923984746,-122.408007248689,29.0079768095165
1567043239.42065,37.7986930296815,-122.40800652911,29.0101613998413
1567043239.47399,37.7986936584703,-122.408005826848,29.0125826830044
1567043239.5276,37.7986942875404,-122.408005146697,29.0149167645723
1567043239.58084,37.7986949137473,-122.408004485201,29.0169373936951
1567043239.6118,37.798695537876,-122.408003834525,29.0186576312408
1567043239.70979,37.7986967897753,-122.408002537221,29.0202431809157
1567043239.76318,37.7986974241943,-122.408001887759,29.0201482018456
1567043239.81661,37.7986980668896,-122.408001238614,29.0198545586318
1567043239.87,37.7986987212107,-122.408000593663,29.0194126693532
1567043239.92348,37.7986993896168,-122.407999957327,29.0187781667337
1567043239.97694,37.7987000713313,-122.407999331013,29.018154958263
1567043240.03037,37.7987007662255,-122.40799871351,29.0176494326442
1567043240.06116,37.7987014775564,-122.407998100867,29.0170039283112
1567043240.15931,37.7987029497806,-122.407996914727,29.0159757165238
1567043240.21281,37.7987037026803,-122.407996338877,29.0163330920041
1567043240.26631,37.7987044709117,-122.407995722209,29.0163730466738
1567043240.31974,37.7987052564862,-122.407995095029,29.0157685354352
1567043240.36523,37.798706050815,-122.40799447783,29.0153635656461
1567043240.41862,37.7987068504165,-122.407993866861,29.0154559463263
1567043240.47202,37.7987076556796,-122.4079932674,29.015657694079
1567043240.52555,37.7987084687937,-122.407992686595,29.0153444679454
1567043240.57907,37.7987092873012,-122.407992125942,29.0147041417658
1567043240.61006,37.798710108317,-122.407991580538,29.0139258159325
1567043240.66486,37.7987109299443,-122.407991051699,29.0130724646151
1567043240.71827,37.7987117536713,-122.407990541854,29.0119708403945
1567043240.76377,37.7987125814991,-122.407990052484,29.0108029739931
1567043240.81722,37.7987134129791,-122.407989578983,29.0096993818879
1567043240.87059,37.7987142450013,-122.407989118027,29.0087970010936
1567043240.92407,37.7987150748559,-122.407988665083,29.0080606145784
1567043240.97753,37.7987159013791,-122.407988219846,29.007514519617
1567043241.03095,37.7987167257966,-122.407987782746,29.0070970235392
1567043241.06183,37.7987175492263,-122.407987352248,29.0070686787367
1567043241.11519,37.798718374188,-122.407986933269,29.007106310688
1567043241.16862,37.7987191999103,-122.407986533083,29.0068842815235
1567043241.22205,37.7987200281448,-122.407986157529,29.0061894841492
1567043241.2873,37.7987208762191,-122.407985799812,29.0051034837961
1567043241.34076,37.7987217380361,-122.407985477641,29.0037038521841
1567043241.37153,37.7987226069891,-122.407985186764,29.0019984114915
1567043241.42508,37.7987234843199,-122.40798492535,29.0001148656011
1567043241.47852,37.7987243656155,-122.407984687191,28.9982167966664
1567043241.53197,37.7987252489443,-122.407984469823,28.9961602762341
1567043241.58532,37.798726130316,-122.407984266353,28.9941779552028
1567043241.63888,37.7987270097071,-122.407984072588,28.9920198488981
1567043241.69291,37.7987278857198,-122.407983879646,28.990647284314
1567043241.73261,37.7987287605586,-122.407983687311,28.9901760844514
1567043241.78605,37.7987296366541,-122.407983500667,28.9901738762856
1567043241.83952,37.7987305159215,-122.407983320363,28.9903782662004
1567043241.8929,37.7987313994027,-122.407983148188,28.990844225511
1567043241.92411,37.7987322901183,-122.407982990059,28.9911184245721
1567043241.97717,37.7987331889376,-122.407982855835,28.9908839575946
1567043242.03067,37.7987340958042,-122.407982749207,28.9901824053377
1567043242.12859,37.7987359375138,-122.407982616928,28.9877240490168
1567043242.18187,37.7987368749899,-122.407982581211,28.9865265833214
1567043242.23532,37.7987378251768,-122.407982560953,28.9854193013161
1567043242.28879,37.7987388168918,-122.407982547096,28.9845178686082
1567043242.34279,37.7987398356163,-122.407982548664,28.984247116372
1567043242.3963,37.7987408687191,-122.407982557031,28.9843535097316
1567043242.43595,37.7987419161745,-122.407982573835,28.9847662448883
1567043242.48937,37.7987429811494,-122.407982604469,28.9851588616148
1567043242.54299,37.7987440653143,-122.407982652744,28.9856595369056
1567043242.58259,37.798745168796,-122.407982731351,28.986191842705
1567043242.63604,37.7987462913984,-122.407982842922,28.9866561368108
1567043242.68943,37.7987474363744,-122.40798297695,28.9871785398573
1567043242.74292,37.7987486052644,-122.407983136925,28.9875575536862
1567043242.77372,37.7987498018164,-122.407983327962,28.9873793134466
1567043242.82721,37.7987510251627,-122.407983548066,28.9868193594739
1567043242.88059,37.7987522766994,-122.407983789926,28.986313899979
1567043242.93411,37.7987535561911,-122.407984056167,28.9855579184368
1567043242.98752,37.7987548623679,-122.407984341246,28.9852550486103
1567043243.04091,37.7987561902764,-122.407984649264,28.985015229322
1567043243.09438,37.798757537252,-122.407984981467,28.98492312897
1567043243.12527,37.7987589020425,-122.407985343091,28.9852124163881
1567043243.17866,37.7987602865415,-122.407985741485,28.9856245350093
1567043243.23215,37.7987616838894,-122.40798618654,28.9862314173952
1567043243.28552,37.7987631305695,-122.407986673284,28.9862414309755
1567043243.3392,37.7987646037706,-122.407987196041,28.9879113668576
1567043243.39263,37.7987660971766,-122.407987739458,28.9912474015728
1567043243.42355,37.798767608771,-122.407988325235,28.9953203061596
1567043243.52136,37.7987706929576,-122.407989727188,28.9992138622329
1567043243.57484,37.7987722696507,-122.407990535784,28.999754155986
1567043243.61464,37.7987738608198,-122.407991414513,28.9988471297547
1567043243.66791,37.7987754706926,-122.407992350076,28.9968191739172
1567043243.72143,37.7987771013424,-122.407993333303,28.9943756544963
1567043243.77476,37.7987787509169,-122.407994361483,28.9917035065591
1567043243.81457,37.7987804301199,-122.407995411625,28.9901148676872
1567043243.86793,37.798782135121,-122.407996498857,28.9893758948892
1567043243.92138,37.7987838651865,-122.407997628941,28.989111061208
1567043243.9748,37.7987856361382,-122.407998784732,28.9917999785393
1567043244.01467,37.7987874393335,-122.407999985568,28.995771324262
1567043244.06799,37.7987892732621,-122.408001245763,29.0004795435816
1567043244.1214,37.7987911221261,-122.408002574387,29.0042570643127
1567043244.17485,37.7987929712047,-122.40800397312,29.0060621816665
1567043244.21474,37.7987948194275,-122.408005434399,29.005305910483
1567043244.26797,37.7987966290365,-122.408006975553,29.0037826756015
1567043244.32143,37.7987984287419,-122.408008577079,29.0024765031412
1567043244.37485,37.7988002539665,-122.408010211074,29.0013258643448
1567043244.42835,37.7988021100451,-122.40801187192,29.0011644009501
1567043244.5264,37.7988059238764,-122.408015266763,29.0045096427202
1567043244.57963,37.7988078696215,-122.40801701258,29.0071251895279
1567043244.63304,37.7988098276836,-122.408018803395,29.0094053512439
1567043244.68751,37.7988117946682,-122.408020649503,29.0110770128667
1567043244.741,37.7988137639433,-122.40802255759,29.0120974713936
1567043244.7718,37.7988157314682,-122.40802452792,29.0123132765293
1567043244.82529,37.7988177036191,-122.40802655582,29.0121154272929
1567043244.87863,37.7988196899212,-122.408028630742,29.0119638554752
1567043244.9321,37.79882169178,-122.408030743644,29.0119224255905
1567043245.01621,37.798825771496,-122.408035043324,29.0131265195087
1567043245.06967,37.7988278440243,-122.408037227987,29.0140695851296
1567043245.12311,37.7988299319137,-122.408039447265,29.0149545175955
1567043245.16856,37.7988320299152,-122.408041709313,29.0154590904713
1567043245.2219,37.7988341467494,-122.40804400287,29.0166387790814
1567043245.2754,37.7988363035455,-122.408046415992,29.0164861083031
1567043245.37323,37.7988406552591,-122.408051464383,29.0169505896047
1567043245.42673,37.7988428504184,-122.408054045388,29.0177711471915
1567043245.48017,37.798845054778,-122.408056671065,29.0183381475508
1567043245.57794,37.7988494846782,-122.408062060072,29.0187004934996
1567043245.62347,37.7988517174634,-122.408064803766,29.0196105930954
1567043245.67683,37.7988539614804,-122.408067587393,29.0205961465836
1567043245.71659,37.7988562165307,-122.408070415476,29.0209086518735
1567043245.76998,37.7988584936638,-122.408073275467,29.0214777281508
1567043245.86787,37.7988631375739,-122.408079057266,29.0218195188791
1567043245.90772,37.7988654981935,-122.408081974667,29.0228685745969
1567043245.961,37.7988678802223,-122.408084907926,29.0254252953455
1567043246.0146,37.7988702778512,-122.408087873359,29.0279999962077
1567043246.06806,37.7988726801402,-122.408090876752,29.030262151733
1567043246.12151,37.7988750930964,-122.408093907006,29.0326810143888
1567043246.16691,37.7988775162214,-122.408096955857,29.0347005259246
1567043246.22033,37.7988799527084,-122.408100032996,29.035850731656
1567043246.27378,37.7988823981068,-122.408103139657,29.0367253953591
1567043246.32728,37.7988848606021,-122.408106254932,29.0393054438755
1567043246.38067,37.7988873433607,-122.408109390105,29.0418479349464
1567043246.43414,37.7988898410807,-122.408112549591,29.0441133528948
1567043246.48757,37.7988923549081,-122.408115722897,29.0466206530109
1567043246.51836,37.7988948810443,-122.4081189066,29.0492050433531
1567043246.56381,37.7988974137062,-122.408122106016,29.0515628848225
1567043246.6175,37.7988999505257,-122.408125314475,29.0544316945598
1567043246.67083,37.7989024942922,-122.408128528047,29.057476868853
1567043246.7163,37.7989050435344,-122.408131738367,29.0604566084221
1567043246.7697,37.7989075949446,-122.408134948756,29.0635486608371
1567043246.82324,37.7989101423499,-122.408138173584,29.0659096939489
1567043246.8766,37.798912692452,-122.408141403503,29.0681471824646
1567043246.97442,37.7989178151448,-122.408147870277,29.072420174256
1567043247.01988,37.7989203720895,-122.408151128825,29.0732990261167
1567043247.07331,37.798922928874,-122.408154392371,29.0745514947921
1567043247.12683,37.7989254818745,-122.408157649976,29.0765375941992
1567043247.18015,37.7989280332614,-122.408160904228,29.0791190909222
1567043247.23366,37.7989305709598,-122.408164162642,29.0813788222149
1567043247.28708,37.7989330815444,-122.408167421966,29.0830637691543
1567043247.31796,37.7989355704849,-122.40817067703,29.0845525451005
1567043247.37133,37.7989380450592,-122.408173931233,29.0859976997599
1567043247.4249,37.7989405168766,-122.408177187069,29.0878419429064
1567043247.47021,37.7989429924449,-122.408180435251,29.0905885389075
1567043247.52381,37.7989454589969,-122.408183689661,29.0932272812352
1567043247.62164,37.7989503852422,-122.408190227683,29.0974308373407
1567043247.67496,37.798952848991,-122.408193507927,29.0997862713411
1567043247.71469,37.798955311102,-122.408196798771,29.1018639914691
1567043247.76802,37.7989577762186,-122.40820010153,29.1039482485503
1567043247.82167,37.7989602525919,-122.408203407285,29.1067831479013
1567043247.86706,37.7989627355358,-122.408206717199,29.1097233556211
1567043247.92041,37.7989652190036,-122.408210035267,29.1126321451738
1567043247.97381,37.7989676961697,-122.408213367276,29.1147188115865
1567043248.07168,37.7989726540412,-122.408220050426,29.1202262500301
1567043248.11165,37.7989751282038,-122.408223395077,29.1233014445752
1567043248.16665,37.798977605928,-122.408226735783,29.1267193052918
1567043248.22012,37.7989800788934,-122.408230074443,29.1299425959587
1567043248.2655,37.7989825403184,-122.408233426021,29.1329170363024
1567043248.31904,37.7989849978484,-122.408236776056,29.135998991318
1567043248.37238,37.798987444574,-122.408240119989,29.139263655059
1567043248.41786,37.7989898821771,-122.408243463693,29.1425017938018
1567043248.47129,37.7989923050819,-122.408246811818,29.1453312290832
1567043248.52475,37.7989947169139,-122.408250157213,29.1478590844199
1567043248.57816,37.7989971215869,-122.408253493465,29.1506304498762
1567043248.63164,37.7989995149933,-122.408256828116,29.1527371192351
1567043248.68509,37.7990019025359,-122.408260147842,29.1553841521963
1567043248.71589,37.7990042884678,-122.408263450252,29.1593829020858
1567043248.81453,37.7990090378371,-122.408270026068,29.1671831319109
1567043248.86797,37.799011393707,-122.408273313424,29.1703448751941
1567043248.92141,37.7990137375716,-122.408276602836,29.1734525198117
1567043248.97481,37.7990160691882,-122.408279896985,29.1756475716829
1567043249.02833,37.7990183917149,-122.408283191397,29.1777868401259
1567043249.08171,37.7990207103045,-122.408286482352,29.1800446454436
1567043249.13522,37.7990230231236,-122.408289762699,29.1828297208995
1567043249.16641,37.7990253338441,-122.408293032098,29.1858173534274
1567043249.2644,37.7990299302962,-122.408299566003,29.1904557039961
1567043249.31793,37.7990322214668,-122.40830284046,29.1919950088486
1567043249.37129,37.7990345014791,-122.408306106892,29.1933872783557
1567043249.42482,37.7990367697333,-122.408309371679,29.1944297067821
1567043249.47013,37.799039028967,-122.408312634664,29.1951498026028
1567043249.52363,37.7990412822613,-122.408315889959,29.1959083890542
1567043249.57703,37.799043526367,-122.40831914113,29.1963533284143
1567043249.63059,37.7990457626689,-122.40832238896,29.1962758675218
1567043249.68392,37.799047995533,-122.408325632263,29.1962348567322
1567043249.73736,37.799050223778,-122.408328870185,29.1961238738149
1567043249.76821,37.7990524485854,-122.40833209939,29.1960988836363
1567043249.82171,37.7990546774599,-122.408335311961,29.1963990358636
1567043249.86711,37.7990568980506,-122.408338518579,29.1967057725415
1567043249.92059,37.7990591111548,-122.408341712631,29.1976799434051
1567043249.97398,37.7990613161651,-122.408344895857,29.1988494191319
1567043250.02751,37.7990635146465,-122.408348070664,29.1999576697126
1567043250.08084,37.7990657079935,-122.40835123309,29.2014602711424
1567043250.13428,37.7990678973626,-122.408354390518,29.2025527562946
1567043250.16622,37.7990700809241,-122.408357539905,29.2031474690884
1567043250.21966,37.7990722614049,-122.408360681021,29.2037691250443
1567043250.27307,37.7990744312285,-122.408363804505,29.2051386376843
1567043250.3266,37.7990765920766,-122.408366910552,29.2068181503564
1567043250.42442,37.7990808803786,-122.408373095729,29.2092940099537
1567043250.45513,37.7990830156708,-122.408376155859,29.2112332396209
1567043250.50883,37.7990851341209,-122.408379195575,29.2126594586298
1567043250.56208,37.7990872379656,-122.408382211489,29.2143887775019
1567043250.61552,37.7990893371156,-122.408385202441,29.2163364570588
1567043250.66898,37.7990914346988,-122.408388169541,29.2190018733963
1567043250.72244,37.7990935143528,-122.408391121093,29.2209812430665
1567043250.77583,37.7990955813141,-122.408394059146,29.2224502470344
1567043250.81556,37.7990976339293,-122.408396988385,29.223479709588
1567043250.86902,37.7990996776812,-122.408399900557,29.224472053349
1567043250.92262,37.7991017152432,-122.40840278905,29.2261894177645
1567043250.97588,37.7991037469187,-122.408405659453,29.2281136484817
1567043251.00686,37.7991057602977,-122.408408514589,29.2300677131861
1567043251.0602,37.7991077664468,-122.408411351204,29.2321504121646
1567043251.11461,37.7991097616306,-122.408414172758,29.23408708442
1567043251.16795,37.7991117462835,-122.408416976395,29.2358292387798
1567043251.22145,37.7991137187052,-122.408419761826,29.2371953865513
1567043251.27482,37.7991156751543,-122.408422523353,29.2388205304742
1567043251.32834,37.7991176264089,-122.408425259995,29.2408961439505
1567043251.42624,37.7991214999253,-122.408430699218,29.2450298434123
1567043251.4716,37.7991234205611,-122.408433407038,29.246930279769
1567043251.51125,37.7991253377691,-122.408436099787,29.2486894279718
1567043251.56466,37.7991272454082,-122.408438782692,29.2503902092576
1567043251.61815,37.7991291463612,-122.408441447731,29.2522087777033
1567043251.65783,37.7991310347665,-122.408444098583,29.2541568074375
1567043251.71126,37.7991329077063,-122.408446728254,29.2561962129548
1567043251.76477,37.7991347671843,-122.408449334747,29.2585883717984
1567043251.81824,37.799136613048,-122.408451920231,29.2608694052324
1567043251.84904,37.7991384423338,-122.40845448809,29.2628730088472
1567043251.9025,37.7991402532983,-122.408457031336,29.2648052694276
1567043251.95586,37.7991420508333,-122.408459543032,29.2667119624093
1567043252.00944,37.79914382973,-122.40846202349,29.2682477552444
1567043252.06271,37.7991455894683,-122.408464475073,29.269557364285
1567043252.11627,37.799147327009,-122.408466899018,29.2709248382598
1567043252.16972,37.7991490419826,-122.408469293501,29.2727836556733
1567043252.2009,37.7991552380051,-122.408474060799,29.2723681572825
1567043252.25426,37.7991568771823,-122.408476408754,29.2884006705135
1567043252.30797,37.7991585433294,-122.408478646345,29.2787004718557
1567043252.36114,37.7991602120082,-122.408480872271,29.2752481931821
1567043252.41486,37.7991618156567,-122.408483111228,29.2709945067763
1567043252.46826,37.7991633408304,-122.40848531551,29.2688133753836
